StudentID,School,AssessmentDate,AgeAtTest,AgeOfEntry,Parents,StudentRating,Ethnicity,TaskPercent,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answ RW1,Answ RW2,Answ RW3,Answ RW4,Answ RW5,Answ RW6,Answ RW7,Answ RW8,Answ RW9,Answ RW10,Answ RW11,Answ RW12,Answ RW13,Answ RW14,Answ RW15,ANG3,ANT4,RITLS,ROPL,ROPLA,ROPLAB,ROPLB,STXD4,STXS,SVOC,SYN4,VOCDA2,VST2
14085,RSD,16/03/2015,18,4,HP,1,White,1,B,A,D,A,C,A,C,C,A,B,B,C,B,D,D,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,,0.95,,0.695652174,0.711111111,0.727272727,0.555555556,0.85,,,0.88,
14087,RSD,16/03/2015,19,14,DP,3,White,0.666666667,B,A,B,A,B,C,A,D,A,B,B,C,B,D,D,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0.5,,0.88,,0.47826087,0.422222222,0.363636364,0.518518519,0.8,,,0.64,
13196,ISD,13/04/2015,12,11,HP,4,Black or African American,0.266666667,A,A,A,A,A,A,A,A,A,C,A,A,A,A,B,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.375,0.214285714,0,0.422222222,,,,0.296296296,0.1,0.925925926,0.142857143,0.36,0.266666667
13200,ISD,13/04/2015,12,4,HP,3,White,0.333333333,D,A,D,C,A,D,C,A,B,D,A,C,D,B,D,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.208333333,0.357142857,0,0.244444444,,,,0.259259259,0.45,0.740740741,0,0.12,0.2
13201,ISD,13/04/2015,12,10,HP,2,White,0.066666667,D,C,A,B,D,A,B,D,C,D,A,D,A,C,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.416666667,0.214285714,0,0.444444444,,,,0.185185185,0.45,0.814814815,0.285714286,0.24,0.533333333
13202,ISD,13/04/2015,11,7,HP,4,White,0.4,B,D,A,A,C,A,C,D,B,A,A,C,D,B,A,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0.208333333,0.285714286,0,0.244444444,,,,0.148148148,0.25,0.851851852,0.214285714,0.28,0.2
13208,ISD,13/04/2015,12,10,HP,4,White,0.2,D,B,C,D,B,C,D,A,A,C,A,A,B,D,A,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.208333333,0.142857143,0,0.288888889,,,,0.296296296,0.2,0.740740741,0.142857143,0.12,0.266666667
13218,ISD,13/04/2015,11,9,DP,1,White,0.533333333,D,A,C,B,A,A,D,C,B,D,B,C,B,D,D,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0.375,1,0,0.444444444,,,,0.518518519,0.7,0.925925926,0.5,0.76,0.533333333
13222,ISD,13/04/2015,11,9,HP,2,White,0.4,A,A,A,A,A,A,B,A,B,B,A,A,A,D,D,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0.5,0.357142857,0,0.422222222,,,,0.37037037,0.65,0.925925926,0.571428571,0.52,0.666666667
13223,ISD,13/04/2015,11,13,DP,1,White,0.666666667,B,A,A,A,D,C,D,C,A,D,B,C,B,D,D,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0.666666667,0.928571429,0,0.688888889,,,,0.851851852,0.85,1,0.928571429,0.92,0.733333333
13225,ISD,13/04/2015,11,9,DP,3,White,0.733333333,C,A,D,A,C,C,A,C,A,B,B,C,D,D,D,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0.791666667,0.928571429,0,0.711111111,,,,0.444444444,0.6,1,0.928571429,0.64,0.8
13226,ISD,13/04/2015,11,12,HP,4,White,0.266666667,A,A,C,D,A,B,B,A,B,B,B,C,D,C,A,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0.416666667,0.214285714,0,0.4,,,,0.185185185,0.45,0.925925926,0.428571429,0.36,0.333333333
13227,ISD,13/04/2015,10,8,HP,4,White,0.266666667,D,A,A,A,D,C,A,C,D,A,C,C,A,C,A,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.291666667,0.285714286,0,0.222222222,,,,0.37037037,0.2,0.962962963,0.142857143,0.2,0.266666667
13229,ISD,13/04/2015,11,6,HP,4,White,0.333333333,A,A,A,A,C,B,A,C,A,D,A,B,D,A,B,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0.25,0.214285714,0,0.466666667,,,,0.185185185,0.55,0.740740741,0.142857143,0.48,0.066666667
13231,ISD,13/04/2015,11,12,HP,2,White,0.8,B,A,D,A,B,A,A,C,A,D,B,C,B,D,D,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0.75,0.928571429,0,0.622222222,,,,0.592592593,0.7,0.962962963,0.5,0.84,0.733333333
13234,ISD,13/04/2015,11,12,DP,3,White,0.666666667,D,A,B,A,D,A,A,C,A,D,B,C,B,D,D,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0.833333333,0.928571429,0,0.577777778,,,,0.62962963,0.7,0.962962963,0.785714286,0.84,0.866666667
13235,ISD,13/04/2015,10,12,DP,1,White,0.733333333,B,A,D,Z,B,C,D,C,A,B,B,C,B,D,D,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0.875,0.928571429,0,0.622222222,,,,0.703703704,0.85,0.962962963,0.785714286,0.8,0.933333333
13236,ISD,13/04/2015,9,6,DP,1,White,0.666666667,B,C,D,A,C,C,A,C,A,D,B,C,B,D,C,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.791666667,0.928571429,0,0.488888889,,,,0.481481481,0.65,0.962962963,0.928571429,0.64,0.866666667
13237,ISD,13/04/2015,10,5,DP,2,White,0.466666667,B,A,A,B,C,C,B,C,B,A,B,A,B,A,D,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.333333333,0.214285714,0,0.511111111,,,,0.481481481,0.6,0.888888889,0.285714286,0.6,0.666666667
13238,ISD,13/04/2015,10,6,DP,1,White,0.733333333,B,A,D,A,C,C,A,C,A,A,B,C,B,D,C,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0.833333333,1,0,0.622222222,,,,0.592592593,0.9,1,0.928571429,0.64,0.6
13239,ISD,13/04/2015,10,11,HP,1,Black or African American,0.666666667,B,C,B,A,D,A,D,C,A,A,B,C,B,D,D,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0.458333333,0.571428571,0,0.422222222,,,,0.333333333,0.65,0.888888889,0.642857143,0.4,0.533333333
13240,ISD,13/04/2015,10,10,DP,1,White,0.8,B,C,D,A,D,A,D,C,A,B,B,C,B,D,D,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0.791666667,0.857142857,0,0.577777778,,,,0.666666667,0.65,0.925925926,0.642857143,0.72,0.666666667
13241,ISD,13/04/2015,10,10,DP,2,White,0.666666667,B,A,B,A,D,A,D,C,D,B,B,A,B,D,D,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0.666666667,1,0,0.555555556,,,,0.407407407,0.9,0.962962963,0.571428571,0.6,0.533333333
13243,ISD,13/04/2015,10,9,HP,4,White,0.266666667,C,D,D,C,C,C,D,B,A,C,A,D,C,D,C,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.291666667,0.357142857,0,0.422222222,,,,0.148148148,0.35,0.814814815,0.142857143,0.2,0.2
13245,ISD,13/04/2015,10,10,HP,2,White,0.866666667,B,A,D,A,C,A,B,C,A,A,B,C,B,D,D,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0.708333333,0.785714286,0,0.755555556,,,,0.518518519,0.75,1,0.785714286,0.68,0.733333333
13246,ISD,13/04/2015,10,9,HP,1,Black or African American,0.733333333,C,A,C,A,B,A,D,C,A,B,B,C,B,D,D,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0.916666667,0.928571429,0,0.666666667,,,,0.666666667,0.85,0.962962963,0.785714286,0.76,0.733333333
13247,ISD,13/04/2015,10,6,HP,1,Asian,0.8,B,A,D,A,C,C,D,C,A,A,B,C,B,D,D,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0.666666667,0.928571429,0,0.688888889,,,,0.518518519,0.8,0.925925926,0.714285714,0.88,0.733333333
13248,ISD,13/04/2015,10,11,DP,1,White,0.866666667,B,A,D,A,C,A,B,C,A,A,B,C,B,D,D,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0.75,0.928571429,0,0.666666667,,,,0.62962963,0.95,1,0.857142857,0.64,0.733333333
13249,ISD,13/04/2015,10,11,DP,1,White,0.866666667,B,A,D,A,B,A,B,C,A,B,B,C,B,D,D,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.625,0.857142857,0,0.8,,,,0.62962963,0.85,1,0.857142857,0.76,0.8
13250,ISD,13/04/2015,10,5,HP,4,White,0.266666667,B,D,A,D,Z,C,A,C,D,C,A,A,C,D,D,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.208333333,0.357142857,0,0,,,,0.222222222,0,0,,0.12,0
13251,ISD,13/04/2015,10,10,DP,1,White,0.933333333,B,A,D,A,C,A,D,C,A,B,B,C,B,D,D,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.75,0.928571429,0,0.755555556,,,,0.740740741,0.9,0.962962963,0.785714286,0.8,0.733333333
13252,ISD,13/04/2015,10,10,DP,1,White,0.333333333,B,C,B,C,D,D,B,C,D,B,D,D,B,D,C,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.458333333,1,0,0.577777778,,,,0.62962963,0.8,1,0.428571429,0.52,0.6
13253,ISD,13/04/2015,10,9,DP,1,White,0.666666667,D,A,D,A,B,A,C,D,A,D,B,C,B,A,D,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0.583333333,0.857142857,0,0.622222222,,,,0.407407407,0.65,0.851851852,0.714285714,0.56,0.6
13254,ISD,13/04/2015,10,9,DP,1,White,1,B,A,D,A,C,A,C,C,A,B,B,C,B,D,D,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.928571429,0,0.8,,,,0.62962963,0.85,0.962962963,0.928571429,0.72,0.866666667
13257,ISD,13/04/2015,9,4,DP,2,Bi Racial,0.733333333,B,D,D,A,D,A,D,C,A,A,B,C,B,D,D,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0.583333333,0.714285714,0,0.777777778,,,,0.407407407,0.75,0.962962963,0.714285714,0.68,0.533333333
13258,ISD,13/04/2015,9,6,HP,2,Black or African American,0.4,C,A,A,A,A,A,A,C,C,C,A,D,D,D,D,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0.166666667,0.214285714,0,0.288888889,,,,0.222222222,0.25,0.888888889,0.071428571,0.16,0.333333333
13260,ISD,13/04/2015,9,4,DP,1,White,0.866666667,B,A,D,A,C,C,D,C,A,B,B,C,B,D,D,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.75,0.928571429,0,0.666666667,,,,0.518518519,0.85,1,0.571428571,0.68,0.8
13261,ISD,13/04/2015,9,10,DP,1,White,0.6,B,D,B,C,D,A,D,C,A,D,B,C,B,D,D,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0.75,0.785714286,0,0.622222222,,,,0.703703704,0.7,1,0.928571429,0.96,0.866666667
13263,ISD,13/04/2015,9,6,HP,2,White,0.266666667,A,B,D,B,C,D,A,A,C,A,A,B,B,D,C,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.208333333,0.214285714,0,0.355555556,,,,0.296296296,0.55,0.925925926,0.142857143,0.12,0.2
13264,ISD,13/04/2015,9,5,HP,4,Asian,0.333333333,D,A,B,A,A,C,D,C,A,C,C,D,D,C,D,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0.5,0.714285714,0,0.555555556,,,,0.333333333,0.55,0.925925926,0.214285714,0.36,0.533333333
13265,ISD,13/04/2015,9,6,DP,1,White,0.6,B,A,B,A,A,C,D,C,A,A,B,C,C,D,D,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0.666666667,0.857142857,0,0.577777778,,,,0.62962963,0.85,0.925925926,0.714285714,0.76,0.6
13266,ISD,13/04/2015,9,8,DP,1,White,0.666666667,D,A,A,A,B,A,C,A,B,B,B,C,B,D,D,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0.333333333,0.714285714,0,0.555555556,,,,0.37037037,0.5,0.962962963,0.571428571,0.64,0.666666667
13267,ISD,13/04/2015,8,5,HP,4,White,0.2,A,A,A,C,A,A,A,A,A,A,A,A,A,A,C,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.416666667,0.214285714,0,0.288888889,,,,0.111111111,0.35,0.296296296,0.285714286,0.4,0.066666667
13268,ISD,13/04/2015,9,4,DP,2,White,0.866666667,B,A,A,A,C,A,C,C,A,B,B,A,B,D,D,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0.25,0.928571429,0,0.511111111,,,,0.518518519,0.8,0.962962963,0.785714286,0.4,0.666666667
13269,ISD,13/04/2015,9,10,DP,1,White,0.8,B,A,C,A,C,A,B,C,D,B,B,C,B,D,D,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0.666666667,0.071428571,0,0.622222222,,,,0.703703704,0.85,0.962962963,0.857142857,0.6,0.733333333
13270,ISD,13/04/2015,9,10,DP,1,White,0.8,B,A,D,A,C,C,D,C,A,A,B,C,B,D,D,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0.916666667,1,0,0.688888889,,,,0.703703704,0.9,1,0.928571429,0.84,0.866666667
13271,ISD,13/04/2015,9,7,HP,2,White,0.4,D,A,A,A,B,A,A,A,A,B,A,C,C,C,C,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0.5,0.285714286,0,0.577777778,,,,0.481481481,0.5,0.962962963,0,0.08,0.4
13274,ISD,13/04/2015,8,6,DP,1,White,0.866666667,B,A,D,A,C,A,B,C,A,A,B,C,B,D,D,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0.666666667,0.928571429,0,0.6,,,,0.481481481,0.6,1,0.714285714,0.72,0.6
13276,ISD,13/04/2015,8,4,DP,2,White,0.266666667,C,D,B,B,B,C,B,A,A,B,B,A,B,A,A,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.333333333,0.857142857,0,0.244444444,,,,0.518518519,0.25,0.888888889,0.642857143,0.48,0.666666667
13277,ISD,13/04/2015,8,4,DP,2,White,0.533333333,D,A,D,A,C,C,B,C,A,B,A,C,C,C,A,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0.166666667,0.357142857,0,0.511111111,,,,0.185185185,0.65,0.962962963,0.5,0.36,0.266666667
13280,ISD,13/04/2015,8,7,HP,1,White,0.666666667,B,D,D,A,A,C,A,C,A,A,B,C,B,D,D,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0.458333333,0.857142857,0,0.488888889,,,,0.481481481,0.8,1,0.5,0.36,0.6
13281,ISD,13/04/2015,8,6,HP,3,White,0.133333333,D,A,C,D,B,C,B,B,D,A,B,D,D,A,A,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.416666667,0.285714286,0,0.177777778,,,,0.259259259,0.15,0.592592593,0.071428571,0.24,0.333333333
13283,ISD,13/04/2015,8,5,DP,1,White,0.666666667,B,A,D,B,A,A,A,A,A,A,B,C,B,D,D,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0.458333333,0.571428571,0,0.355555556,,,,0.444444444,0.85,0.962962963,0.428571429,0.44,0.6
13284,ISD,13/04/2015,8,5,DP,1,White,0.666666667,D,A,D,A,B,A,A,C,A,D,B,C,C,D,D,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0.583333333,1,0,0.688888889,,,,0.592592593,0.65,0.962962963,0.428571429,0.68,0.733333333
13286,ISD,13/04/2015,8,8,DP,1,White,0.8,B,A,D,A,C,C,A,C,D,B,B,C,B,D,D,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0.583333333,0.785714286,0,0.688888889,,,,0.555555556,0.65,1,0.857142857,0.56,0.533333333
13288,ISD,13/04/2015,8,6,HP,2,Black or African American,0.266666667,D,D,A,A,C,D,B,A,D,A,B,B,C,D,B,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0.041666667,0.214285714,0,0.422222222,,,,0.222222222,0.45,0.851851852,0.214285714,0.2,0.133333333
13289,ISD,13/04/2015,8,10,HP,2,Bi Racial,0.4,B,A,A,B,A,C,B,A,A,A,B,C,C,D,B,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0.541666667,0.357142857,0,0.466666667,,,,0.259259259,0.55,1,0.428571429,0.32,0.6
13278,ISD,13/04/2015,8,4,HP,1,White,0.333333333,C,Z,A,A,D,D,D,C,C,D,B,B,A,D,D,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,,0.857142857,0,0.355555556,,,,,0.5,1,0.714285714,,
13279,ISD,13/04/2015,8,8,DP,1,White,0.8,B,A,D,A,C,A,B,C,A,D,B,C,A,D,D,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,,0.928571429,0,0.511111111,,,,,0.65,0.925925926,0.571428571,,
13291,ISD,13/04/2015,7,4,HP,2,White,0.266666667,C,A,B,A,A,A,B,A,A,A,C,A,A,A,B,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,,0.142857143,0,0.333333333,,,,,0.2,0.666666667,0.071428571,,
13296,ISD,13/04/2015,7,6,HP,2,Black or African American,0.533333333,B,A,B,A,B,A,D,A,C,B,C,D,B,D,D,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,,0.357142857,0,0.488888889,,,,,0.15,0.740740741,0.071428571,,
13297,ISD,13/04/2015,7,4,HP,2,White,0.333333333,A,A,C,B,C,A,A,C,B,D,A,D,A,D,A,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,,0.071428571,0,0.333333333,,,,,0.15,0.703703704,0.071428571,,
13300,ISD,13/04/2015,7,7,HP,3,Asian,0.533333333,B,B,B,A,D,A,A,A,A,A,B,C,A,D,D,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,,0.285714286,0,0.511111111,,,,,0.45,0.962962963,0.571428571,,
6005,RISD,27/04/2015,19,13,HP,3,Caucasian,0.8,B,D,D,A,C,A,D,C,A,B,B,C,B,D,C,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0.833333333,1,0,0.777777778,,,,0.740740741,0.9,,0.642857143,0.8,0.666666667
6008,RISD,27/04/2015,16,14,HP,4,Caucasian,0.733333333,B,A,D,B,C,C,D,C,A,D,B,C,B,D,D,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0.75,0.785714286,0,0.644444444,,,,0.851851852,0.9,,0.5,0.48,0.333333333
6009,RISD,27/04/2015,19,15,HP,4,Caucasian,0.466666667,C,D,D,A,C,D,C,A,A,A,D,D,D,D,D,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0.333333333,0.142857143,0,0.288888889,,,,0.259259259,0.35,,0.285714286,0.32,0.2
6012,RISD,27/04/2015,17,18,HP,4,Caucasian,0.266666667,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0.125,0.357142857,0,0.2,,,,0.185185185,0.25,,0.5,0.2,0.333333333
6013,RISD,27/04/2015,16,13,DP,3,Hispanic,0.666666667,B,A,D,A,C,C,B,C,A,A,B,C,A,D,B,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0.625,0.785714286,0,0.533333333,,,,0.62962963,0.55,,0.785714286,0.56,0.466666667
6015,RISD,27/04/2015,20,15,HP,4,Hispanic,0.133333333,C,B,A,D,C,B,A,D,C,B,A,D,C,B,A,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.25,0.142857143,0,0.2,,,,0.333333333,0.2,,0.428571429,0.24,0.2
6018,RISD,27/04/2015,15,6,HP,2,Caucasian,0.733333333,B,A,D,A,D,B,A,C,A,B,B,C,C,D,D,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0.541666667,0.857142857,0,0.777777778,,,,0.37037037,0.8,,0.428571429,0.4,0.2
6022,RISD,27/04/2015,16,16,HP,2,Hispanic,0.733333333,B,C,B,A,B,A,D,C,A,B,B,C,B,D,D,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0.666666667,1,0,0.488888889,,,,0.62962963,0.35,,0.785714286,0.84,0.6
6023,RISD,27/04/2015,15,15,HP,3,Hispanic,0.733333333,B,C,D,A,A,C,D,C,A,B,B,C,B,D,D,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0.666666667,0.857142857,0,0.666666667,,,,0.703703704,0.75,,0.642857143,0.68,0.466666667
6026,RISD,27/04/2015,19,13,HP,2,African American,0.8,B,A,D,A,C,A,D,C,A,D,B,C,C,D,D,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0.875,1,0,0.755555556,,,,0.851851852,0.8,,0.785714286,0.8,0.866666667
6028,RISD,27/04/2015,15,6,HP,3,African American,0.733333333,B,A,B,A,D,A,A,C,A,A,B,C,B,D,D,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0.583333333,0.642857143,0,0.711111111,,,,0.592592593,0.7,,0.642857143,0.52,0.466666667
6029,RISD,27/04/2015,19,8,HP,3,Guatamela,0.266666667,D,B,B,B,C,C,B,B,A,D,D,C,B,A,A,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.25,0.214285714,0,0.622222222,,,,0.296296296,0.4,,0.5,0.28,0.466666667
6036,RISD,27/04/2015,16,9,HP,4,African American,0.133333333,D,D,B,D,C,D,B,A,C,D,D,B,A,C,D,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.25,0.142857143,0,0.2,,,,0.333333333,0.25,,0.214285714,0.24,0.333333333
6046,RISD,27/04/2015,16,15,HP,3,Hispanic,0.866666667,B,C,D,A,C,A,D,C,A,B,B,C,B,D,D,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0.833333333,0.857142857,0,0.622222222,,,,0.740740741,0.8,,0.785714286,0.76,0.6
6047,RISD,27/04/2015,16,13,HP,3,Portugese,0.8,B,A,D,A,B,A,D,C,B,B,B,C,B,D,D,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0.625,0.785714286,0,0.688888889,,,,0.592592593,0.65,,0.428571429,0.72,0.533333333
6049,RISD,27/04/2015,18,18,HP,1,Caucasian,0.933333333,B,A,D,A,C,A,C,C,A,A,B,C,B,D,D,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.833333333,1,0,0.733333333,,,,0.777777778,0.95,,0.857142857,0.92,0.866666667
6052,RISD,27/04/2015,13,9,HP,3,Hispanic,0.533333333,A,A,B,A,D,A,C,C,C,D,B,C,D,D,A,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0.625,0.285714286,0,0.711111111,,,,0.259259259,0.65,,0.071428571,0.32,0.2
6053,RISD,27/04/2015,18,17,HP,3,African,0.466666667,D,A,C,A,B,C,D,C,A,A,B,C,C,D,A,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0.708333333,0.714285714,0,0.8,,,,0.555555556,0.6,,0.571428571,0.68,0.4
6055,RISD,27/04/2015,20,20,HP,2,Portugese,0.733333333,B,A,D,A,C,C,D,C,A,A,B,C,B,D,C,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0.791666667,1,0,0.644444444,,,,0.888888889,0.7,,0.857142857,0.8,0.8
6057,RISD,27/04/2015,15,14,HP,4,Hispanic,0.466666667,D,B,C,A,A,A,D,D,A,B,C,C,D,D,D,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0.375,0.142857143,0,0.511111111,,,,0.444444444,0.5,,0.214285714,0.36,0.333333333
6059,RISD,27/04/2015,15,15,HP,2,Hispanic,0.733333333,B,A,A,A,C,C,A,C,B,B,B,C,B,D,D,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0.583333333,0.571428571,0,0.555555556,,,,0.555555556,0.7,,0.928571429,0.44,0.533333333
6062,RISD,27/04/2015,19,,HP,,African,0.666666667,D,D,D,A,D,A,D,A,A,B,B,C,B,D,D,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0.666666667,0.571428571,0,0.622222222,,,,0.62962963,0.75,,0.928571429,0.76,0.666666667
6063,RISD,27/04/2015,20,20,HP,3,Caucasian,0.133333333,A,B,A,B,D,D,B,D,B,A,A,C,B,C,B,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.625,0.214285714,0,0.6,,,,0.296296296,0.5,,0.785714286,0.6,0.466666667
6064,RISD,27/04/2015,16,16,HP,1,Caucasian,0.933333333,B,A,B,A,C,A,C,C,A,B,B,C,B,D,D,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.916666667,1,0,0.733333333,,,,0.62962963,0.95,,0.928571429,0.8,0.733333333
6065,RISD,27/04/2015,20,23,HP,2,African American,0.8,B,A,D,A,C,C,A,C,A,D,B,C,B,D,D,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0.75,0.928571429,0,0.777777778,,,,0.740740741,0.9,,0.785714286,0.8,0.733333333
6066,RISD,27/04/2015,14,13,HP,4,Hispanic,0.533333333,A,A,D,A,A,A,B,B,D,A,B,C,B,D,A,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0.666666667,0.714285714,0,0.755555556,,,,0.333333333,0.95,,0.714285714,0.32,0.333333333
6084,RISD,27/04/2015,13,3,HP,3,Hispanic,0.133333333,D,D,A,C,A,D,A,C,A,C,C,D,D,B,B,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.416666667,0.428571429,0,0.377777778,,,,0.37037037,0.65,,0.214285714,0.2,0.333333333
6087,RISD,27/04/2015,17,3,HP,4,Caucasian,0.733333333,B,A,B,B,C,C,C,C,A,B,B,A,B,D,D,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0.75,0.928571429,0,0.6,,,,0.592592593,0.85,,0.857142857,0.88,0.666666667
6090,RISD,27/04/2015,19,4,HP,2,Native American,0.4,A,D,B,D,D,A,D,C,A,B,D,A,A,D,D,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0.333333333,0.285714286,0,0.533333333,,,,0.296296296,0.4,,0.428571429,0.48,0.533333333
6091,RISD,27/04/2015,20,4,HP,2,Hispanic,0.333333333,D,C,B,A,C,D,C,A,D,B,D,D,B,C,C,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0.375,0.428571429,0,0.555555556,,,,0.481481481,0.55,,0.285714286,0.36,0.6
6080,RISD,27/04/2015,5,5,HP,1,Caucasian,0.066666667,B,D,C,D,D,B,A,D,B,C,D,D,D,B,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.214285714,,0.466666667,,,,0.259259259,0.25,,0.357142857,0.16,0.266666667
6095,RISD,27/04/2015,13,4,HP,4,Hispanic,0.2,A,B,A,D,B,B,D,A,A,D,A,C,D,D,B,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.416666667,0.714285714,0,0.488888889,,,,0.222222222,0.55,,0.071428571,0.4,0.4
6000,RISD,27/04/2015,11,11,HP,4,Caucasian,0.6,B,B,B,A,D,C,A,C,A,B,B,C,C,D,D,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0.625,0.428571429,0,0.444444444,,,,0.518518519,0.35,0.888888889,0.214285714,0.32,0.333333333
6003,RISD,27/04/2015,10,7,HP,4,Caucasian,0.133333333,C,D,C,C,C,C,C,D,C,C,D,D,C,C,C,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.083333333,0.357142857,0,0.288888889,,,,0.296296296,0.35,0.185185185,0.142857143,0.24,0.133333333
